,dsf_number_s_,final_estimate_of_actual_costs_through_end_of_phase_amount,project_budget_amount,project_building_identifier,project_description,project_geographic_district_,project_phase_actual_end_date,project_phase_actual_start_date,project_phase_name,project_phase_planned_end_date,project_school_name,project_status_name,project_type_,total_phase_actual_spending_amount,budget_label
706,DSF: 0000799542,79115,65402,K148,ELECTRICAL LIGHTING FIXTURES,14,2015-12-09 00:00:00,2015-06-17 00:00:00,Construction,2015-12-14 00:00:00,K373 SPED - BROOKLYN,Complete,RCT CIP,3594,1
707,DSF: 0000799542,26638,4855,K148,ELECTRICAL LIGHTING FIXTURES,14,2015-05-06 00:00:00,2014-11-03 00:00:00,Design,2015-03-09 00:00:00,K373 SPED - BROOKLYN,Complete,RCT CIP,14265,0
708,DSF: 0000799542,6299,1714,K148,ELECTRICAL LIGHTING FIXTURES,14,2014-11-03 00:00:00,2014-10-02 00:00:00,Scope,2014-12-05 00:00:00,K373 SPED - BROOKLYN,Complete,RCT CIP,6299,0
709,"DSF: 0000713258, 0000757397, 0000757400, 0000757401",430564,735604,K148,REINFORCING SUPPORT ELEMENT/MASONRY/PARAPETS/FLOOD,14,2017-05-02 15:32:05.469136,2014-08-18 00:00:00,"CM, F&E",2016-02-08 00:00:00,P.S. 148 (PS 373 SPECIAL ED),In-Progress,SCA CIP,430564,2
710,"DSF: 0000713258, 0000757397, 0000757400, 0000757401",8938967,9585822,K148,REINFORCING SUPPORT ELEMENT/MASONRY/PARAPETS/FLOOD,14,2017-05-02 15:32:05.469136,2014-08-18 00:00:00,Construction,2016-02-08 00:00:00,P.S. 148 (PS 373 SPECIAL ED),In-Progress,SCA CIP,4482584,3
711,"DSF: 0000713258, 0000757397, 0000757400, 0000757401",427589,533632,K148,REINFORCING SUPPORT ELEMENT/MASONRY/PARAPETS/FLOOD,14,2013-05-17 00:00:00,2012-10-03 00:00:00,Design,2013-03-11 00:00:00,P.S. 148 (PS 373 SPECIAL ED),Complete,SCA CIP,395657,2
712,"DSF: 0000713258, 0000757397, 0000757400, 0000757401",167454,141594,K148,REINFORCING SUPPORT ELEMENT/MASONRY/PARAPETS/FLOOD,14,2012-09-19 00:00:00,2011-09-27 00:00:00,Scope,2012-02-15 00:00:00,P.S. 148 (PS 373 SPECIAL ED),Complete,SCA CIP,167434,1
713,DSF: 0000776764,366022,DIIT,K149,CLASSROOM CONNECTIVITY,19,2015-11-10 00:00:00,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 149 - BROOKLYN,Complete,DIIT - Project Conne,366022,3
714,DSF: 0000776765,274650,DIIT,K150,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 150 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
715,DSF: 0000800565,75232,76000,K150,FY15 RESO A TECHNOLOGY,23,2017-05-02 15:32:05.469136,2015-10-15 00:00:00,Purch & Install,2015-11-06 00:00:00,P.S. 150 CHRISTOPHER,In-Progress,DIIT - RESOA,75232,1
716,DSF: 0000803265,235989,DOES,K150,BATHROOM UPGRADE,23,2017-05-02 15:32:05.469136,2015-07-28 00:00:00,Construction,DOES,P.S. 150 - BROOKLYN,In-Progress,DOE - Skilled Trades,2383,3
717,DSF: 0000822129,254931,DOES,K150,TOILETS - STUDENTS,23,2017-05-02 15:32:05.469136,2015-06-10 00:00:00,Construction,DOES,P.S. 150 - BROOKLYN,In-Progress,DOE - Skilled Trades,201462,3
719,DSF: 0000776768,198113,DIIT,K152,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 152 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
720,DSF: 0000776767,19811,DIIT,K152,CLASSROOM CONNECTIVITY,22,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 315 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
721,DSF: 0000800376,162210,100000,K152,FY15 RESO A AUDITORIUM UPGRADE,22,2015-05-01 00:00:00,2015-04-09 00:00:00,Construction,2015-05-01 00:00:00,P.S. 315 - BROOKLYN,Complete,DOE- RESOA,162210,1
723,"DSF: 0000731144, 0000734656, 0000753062, 0000753063, 0000753064, 0000757469",557901,945859,K152,ROOF/WINDOWS/MASONRY/PARAPETS/REINFOR'G SUPP/FLOOD,22,2017-05-02 15:32:05.469136,2013-06-28 00:00:00,"CM, F&E",2015-07-17 00:00:00,P.S. 152,In-Progress,SCA CIP,496864,2
727,"DSF: 0000731144, 0000734656, 0000753062, 0000753063, 0000753064, 0000757469",13208944,10195362,K152,ROOF/WINDOWS/MASONRY/PARAPETS/REINFOR'G SUPP/FLOOD,22,2017-05-02 15:32:05.469136,2013-06-28 00:00:00,Construction,2015-07-17 00:00:00,P.S. 152,In-Progress,SCA CIP,8854821,3
728,"DSF: 0000731144, 0000734656, 0000753062, 0000753063, 0000753064, 0000757469",620983,647923,K152,ROOF/WINDOWS/MASONRY/PARAPETS/REINFOR'G SUPP/FLOOD,22,2013-03-01 00:00:00,2012-04-20 00:00:00,Design,2012-09-20 00:00:00,P.S. 152,Complete,SCA CIP,540694,2
731,DSF: 0000822188,19126,20550,K152,TCU REMOVAL & PLAYGROUND REDEVELOPMENT,22,2015-12-31 00:00:00,2015-08-05 00:00:00,Scope,2016-02-05 00:00:00,P.S. 152 - BROOKLYN,Complete,SCA CIP,19126,0
732,"DSF: 0000731144, 0000734656, 0000753062, 0000753063, 0000753064, 0000757469",272384,189351,K152,ROOF/WINDOWS/MASONRY/PARAPETS/REINFOR'G SUPP/FLOOD,22,2012-01-09 00:00:00,2011-04-05 00:00:00,Scope,2011-08-18 00:00:00,P.S. 152,Complete,SCA CIP,269574,1
733,DSF: 0000803297,3479,26792,K152,FIRE ALARM SYSTEM,22,2015-12-21 00:00:00,2015-10-20 00:00:00,Scope,2016-01-22 00:00:00,P.S. 315 - BROOKLYN,Complete,SCA CIP,3479,0
737,DSF: 0000798655,16098,0,K152,FY14 RESO A AIR CONDITIONING RETROF,22,2014-08-04 00:00:00,2014-03-25 00:00:00,Scope,2014-07-24 00:00:00,P.S. 152 - BROOKLYN,Complete,SCA CIP RESOA,16098,0
739,DSF:,44035,DOEL,K153,LEAD PAINT ABATEMENT,21,2015-07-13 00:00:00,2014-05-29 00:00:00,Construction,2015-07-13 00:00:00,P.S. 153 - BROOKLYN,Complete,DOE - Lead Paint,44035,3
740,DSF: 0000798703,100000,100000,K153,FY14 RESO A AUDITORIUM UPGRADE,21,2015-05-29 00:00:00,2015-01-29 00:00:00,Construction,2015-05-29 00:00:00,P.S. 153 - BROOKLYN,Complete,DOE- RESOA,91166,1
741,DSF: 0000822147,142020,DOES,K153,TOILETS - STUDENTS,21,2017-05-02 15:32:05.469136,2015-07-14 00:00:00,Construction,DOES,P.S. 153 - BROOKLYN,In-Progress,DOE - Skilled Trades,1714,3
742,DSF: 0000776769,280442,DIIT,K154,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 154 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
743,DSF: 0000800302,47203,DOES,K154,REPLACE HAZARDOUS CLASSROOM CEILING,15,2015-03-18 00:00:00,2014-07-02 00:00:00,Construction,2015-03-18 00:00:00,P.S. 154 - BROOKLYN,Complete,DOE - Skilled Trades,47203,3
744,DSF: 0000803335,84510,DOES,K154,TOILETS - STUDENTS,15,2017-05-02 15:32:05.469136,2015-03-12 00:00:00,Construction,DOES,P.S. 154 - BROOKLYN,In-Progress,DOE - Skilled Trades,2440,3
745,DSF: 0000798410,49709,89100,K154,ELECTRICAL LIGHTING FIXTURES,15,2015-12-15 00:00:00,2015-07-13 00:00:00,"CM, F&E",2016-04-07 00:00:00,P.S. 154 - BROOKLYN,Complete,RCT CIP,49709,1
746,DSF: 0000798410,436722,463725,K154,ELECTRICAL LIGHTING FIXTURES,15,2015-12-15 00:00:00,2015-07-13 00:00:00,Construction,2016-04-07 00:00:00,P.S. 154 - BROOKLYN,Complete,RCT CIP,295872,2
747,DSF: 0000798410,879,34425,K154,ELECTRICAL LIGHTING FIXTURES,15,2015-04-01 00:00:00,2015-01-15 00:00:00,Design,2015-05-15 00:00:00,P.S. 154 - BROOKLYN,Complete,RCT CIP,879,0
748,DSF: 0000798410,821,12150,K154,ELECTRICAL LIGHTING FIXTURES,15,2015-01-15 00:00:00,2015-01-15 00:00:00,Scope,2015-01-15 00:00:00,P.S. 154 - BROOKLYN,Complete,RCT CIP,821,0
749,DSF: 0000776770,341609,DIIT,K155,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 155 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
750,DSF: 0000780027,106186,DOES,K155,BATHROOM UPGRADE ROOMS B102 AND B10,23,2017-05-02 15:32:05.469136,2015-09-02 00:00:00,Construction,DOES,P.S. 155 - BROOKLYN,In-Progress,DOE - Skilled Trades,100988,3
751,DSF: 0000776771,358393,DIIT,K157,CLASSROOM CONNECTIVITY,14,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 157 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
752,DSF: 0000780044,149004,DOES,K157,BATHROOM UPGRADE BASEMENT BOYS AND,14,2017-05-02 15:32:05.469136,2015-09-02 00:00:00,Construction,DOES,P.S. 157 - BROOKLYN,In-Progress,DOE - Skilled Trades,149004,3
753,DSF: 0000776772,341609,DIIT,K158,CLASSROOM CONNECTIVITY,19,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 158 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
754,"DSF: 0000757554, 0000757565, 0000780067, 0000803387, 0000803389, 0000821660",57481,651334,K158,LOW VOLT/FLOORS&WALLS/HVAC/ROOFS/EXT MASONRY/VENT,19,2017-05-02 15:32:05.469136,2015-11-16 00:00:00,"CM, F&E",2017-02-07 00:00:00,P.S. 158 - BROOKLYN,In-Progress,SCA CIP,56893,2
755,"DSF: 0000757554, 0000757565, 0000780067, 0000803387, 0000803389, 0000821660",6507350,6978318,K158,LOW VOLT/FLOORS&WALLS/HVAC/ROOFS/EXT MASONRY/VENT,19,2017-05-02 15:32:05.469136,2015-11-16 00:00:00,Construction,2017-02-07 00:00:00,P.S. 158 - BROOKLYN,In-Progress,SCA CIP,41619,3
756,"DSF: 0000757554, 0000757565, 0000780067, 0000803387, 0000803389, 0000821660",432429,407111,K158,LOW VOLT/FLOORS&WALLS/HVAC/ROOFS/EXT MASONRY/VENT,19,2015-05-21 00:00:00,2014-11-13 00:00:00,Design,2015-04-17 00:00:00,P.S. 158 - BROOKLYN,Complete,SCA CIP,314687,2
757,"DSF: 0000757554, 0000757565, 0000780067, 0000803387, 0000803389, 0000821660",150529,114550,K158,LOW VOLT/FLOORS&WALLS/HVAC/ROOFS/EXT MASONRY/VENT,19,2013-12-30 00:00:00,2013-07-17 00:00:00,Scope,2014-01-13 00:00:00,P.S. 158 - BROOKLYN,Complete,SCA CIP,135771,1
758,DSF: 0000776773,370393,DIIT,K159,CLASSROOM CONNECTIVITY,19,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 159 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
759,DSF: 0000822138,165603,DOES,K159,TOILETS - STUDENTS,19,2017-05-02 15:32:05.469136,2015-07-15 00:00:00,Construction,DOES,P.S. 159 - BROOKLYN,In-Progress,DOE - Skilled Trades,1146,3
760,DSF: 0000776774,292442,DIIT,K160,CLASSROOM CONNECTIVITY,20,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 160 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
761,DSF: 0000757590,850124,FTK,K160,LIGHTING REPLACEMENT,20,2017-05-02 15:32:05.469136,2013-07-07 00:00:00,Construction,FTK,P.S. 160 - BROOKLYN,In-Progress,RCT CIP,838579,3
764,"DSF: 0000710359, 0000780092, 0000799784",130155,311630,K160,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,20,2014-04-18 00:00:00,2014-03-05 00:00:00,Design,2014-08-04 00:00:00,PS 160 ANNEX,Complete,SCA CIP,130155,2
765,"DSF: 0000710359, 0000780092, 0000799784",69127,86535,K160,EXTERIOR MASONRY/FLOOD ELMNTN/PARAPETS,20,2011-01-26 00:00:00,2010-09-24 00:00:00,Scope,2011-02-14 00:00:00,PS 160 ANNEX,Complete,SCA CIP,61852,1
766,DSF: 0000028934,232858,EMER,K160,EMERGENCY STABILZATION,20,2015-08-25 00:00:00,2014-02-13 00:00:00,Construction,EMER,P.S. 160 - BROOKLYN,Complete,SCA Emergency Respon,222669,3
767,DSF: 0000776775,304442,DIIT,K161,CLASSROOM CONNECTIVITY,17,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 161 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
768,DSF: 0000777467,158166,FTK,K161,LL26-EXIT SIGNS,17,2017-05-02 15:32:05.469136,2014-10-24 00:00:00,Construction,FTK,P.S. 161 - BROOKLYN,In-Progress,Fast Track Projects,133239,3
772,DSF: 0000803429,12931,25982,K161,FLOOD ELIMINATION,17,2015-10-06 00:00:00,2015-04-27 00:00:00,Scope,2015-09-10 00:00:00,P.S. 161 - BROOKLYN,Complete,SCA CIP,434,0
773,DSF: 0000776776,593642,DIIT,K162,CLASSROOM CONNECTIVITY,32,2015-10-16 00:00:00,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,I.S. 162 - BROOKLYN,Complete,DIIT - Project Conne,398766,3
774,DSF: 0000800449,70000,70000,K162,FY15 RESO A ELECTRICAL SYSTEMS,32,2017-05-02 15:32:05.469136,2015-05-14 00:00:00,Construction,DOER,I.S. 162 - BROOKLYN,In-Progress,DOE- RESOA,65238,1
775,DSF: 0000777468,92072,FTK,K162,LL26-EXIT SIGNS,32,2017-05-02 15:32:05.469136,2014-02-28 00:00:00,Construction,FTK,I.S. 162 - BROOKLYN,In-Progress,Fast Track Projects,30579,3
778,DSF: 0000780130,8099,52190,K162,ELECTRICAL LIGHTING FIXTURES,32,2015-09-25 00:00:00,2015-07-27 00:00:00,Design,2015-11-27 00:00:00,I.S. 162 - BROOKLYN,Complete,RCT CIP,8099,1
779,DSF: 0000780130,2025,18420,K162,ELECTRICAL LIGHTING FIXTURES,32,2015-07-27 00:00:00,2015-07-27 00:00:00,Scope,2015-07-27 00:00:00,I.S. 162 - BROOKLYN,Complete,RCT CIP,2025,0
780,DSF: 0000776240,164632,DIIX,K164,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,20,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 164 - BROOKLYN,In-Progress,DIIT - PBX Telephone,0,3
781,DSF: 0000776777,329609,DIIT,K164,CLASSROOM CONNECTIVITY,20,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 164 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
782,DSF: 0000798394,77214,191180,K164,ELECTRICAL LIGHTING FIXTURES,20,2015-09-03 00:00:00,2014-12-08 00:00:00,"CM, F&E",2015-09-03 00:00:00,P.S. 164 - BROOKLYN,Complete,RCT CIP,75773,1
783,DSF: 0000798394,960186,995005,K164,ELECTRICAL LIGHTING FIXTURES,20,2015-09-03 00:00:00,2014-12-08 00:00:00,Construction,2015-09-03 00:00:00,P.S. 164 - BROOKLYN,Complete,RCT CIP,861185,2
784,DSF: 0000798394,14262,73865,K164,ELECTRICAL LIGHTING FIXTURES,20,2014-08-25 00:00:00,2014-07-07 00:00:00,Design,2014-11-07 00:00:00,P.S. 164 - BROOKLYN,Complete,RCT CIP,14262,1
785,DSF: 0000798394,4293,26070,K164,ELECTRICAL LIGHTING FIXTURES,20,2014-07-07 00:00:00,2014-07-07 00:00:00,Scope,2014-07-07 00:00:00,P.S. 164 - BROOKLYN,Complete,RCT CIP,4293,0
786,DSF: 0000823663,193149,DOES,K165,BATHROOM UPGRADE,23,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,Construction,DOES,P.S. 165 - BROOKLYN,In-Progress,DOE - Skilled Trades,432,3
787,DSF: 0000803511,182219,DOES,K165,TOILETS - STUDENTS,23,2017-05-02 15:32:05.469136,2015-07-31 00:00:00,Construction,DOES,P.S. 165 - BROOKLYN,In-Progress,DOE - Skilled Trades,182219,3
788,DSF: 0000798798,32372,18000,K165,FY14 RESO A AIR CONDITIONING SPLIT,23,2015-09-29 00:00:00,2015-05-11 00:00:00,"CM, F&E",2015-11-06 00:00:00,P.S. 165 - BROOKLYN,Complete,SCA CIP RESOA,28032,0
789,DSF: 0000798798,249806,264000,K165,FY14 RESO A AIR CONDITIONING SPLIT,23,2015-09-29 00:00:00,2015-05-11 00:00:00,Construction,2015-11-06 00:00:00,P.S. 165 - BROOKLYN,Complete,SCA CIP RESOA,153734,2
790,DSF: 0000798798,35919,18000,K165,FY14 RESO A AIR CONDITIONING SPLIT,23,2015-01-13 00:00:00,2014-08-19 00:00:00,Design,2015-01-28 00:00:00,P.S. 165 - BROOKLYN,Complete,SCA CIP RESOA,33136,0
791,DSF: 0000798798,10732,0,K165,FY14 RESO A AIR CONDITIONING SPLIT,23,2014-08-07 00:00:00,2014-03-07 00:00:00,Scope,2014-07-28 00:00:00,P.S. 165 - BROOKLYN,Complete,SCA CIP RESOA,10732,0
792,DSF: 0000803530,119394,DOES,K166,BATHROOM UPGRADE,19,2017-05-02 15:32:05.469136,2015-11-19 00:00:00,Construction,DOES,I.S. 166 - BROOKLYN,In-Progress,DOE - Skilled Trades,456,3
793,DSF: 0000777470,148879,FTK,K166,LL26-EXIT SIGNS,19,2017-05-02 15:32:05.469136,2014-01-16 00:00:00,Construction,FTK,I.S. 166 - BROOKLYN,In-Progress,Fast Track Projects,11976,3
794,DSF: 0000776778,260721,DIIT,K167,CLASSROOM CONNECTIVITY,17,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 167 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
795,DSF: 0000799949,66000,DOES,K167,CTF-CHARTER MATCH RE-TILING,17,2017-05-02 15:32:05.469136,2014-08-08 00:00:00,Construction,DOES,NEW BRIDGES*,In-Progress,DOE - Skilled Trades,0,3
796,DSF: 0000798588,332067,DOES,K167,CTF ROOM CONVERSION,17,2015-06-03 00:00:00,2014-01-31 00:00:00,Construction,2015-06-03 00:00:00,P.S. 167 - BROOKLYN,Complete,DOE - Skilled Trades,311302,3
797,DSF: 0000780235,99672,DOES,K167,EXTERIOR DOORS REPLACEMENT,17,2015-06-17 00:00:00,2014-09-11 00:00:00,Construction,2015-06-17 00:00:00,P.S. 167 - BROOKLYN,Complete,DOE - Skilled Trades,99672,3
800,"DSF: 0000780227, 0000803544, 0000803545",973458,973458,K167,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,17,2017-05-02 15:32:05.469136,2015-09-30 00:00:00,Design,2016-03-07 00:00:00,P.S. 167 - BROOKLYN,In-Progress,SCA CIP,27531,2
801,"DSF: 0000780227, 0000803544, 0000803545",117449,243365,K167,EXT MASONRY - WATER PENETRATION/PARAPETS/ROOFS,17,2015-06-11 00:00:00,2015-02-11 00:00:00,Scope,2015-06-26 00:00:00,P.S. 167 - BROOKLYN,Complete,SCA CIP,112514,2
802,DSF: 0000776779,509335,DIIT,K169,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 169 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
803,DSF: 0000800568,34650,35000,K169,FY15 RESO A TECHNOLOGY,15,2015-12-09 00:00:00,2015-10-15 00:00:00,Purch & Install,2015-11-06 00:00:00,P.S. 169 SUNSET PARK,Complete,DIIT - RESOA,34650,0
804,DSF: 0000800287,98994,100000,K169,FY 15 RESO A TECHNOLOGY,15,2015-12-09 00:00:00,2015-10-15 00:00:00,Purch & Install,2015-11-06 00:00:00,P.S. 169 SUNSET PARK,Complete,DIIT - RESOA,98994,1
805,DSF: 0000780241,16765,206360,K169,ELECTRICAL LIGHTING FIXTURES,15,2017-05-02 15:32:05.469136,2015-11-23 00:00:00,"CM, F&E",2016-08-18 00:00:00,P.S. 169 - BROOKLYN,In-Progress,RCT CIP,16765,2
806,DSF: 0000780241,1005999,1074010,K169,ELECTRICAL LIGHTING FIXTURES,15,2017-05-02 15:32:05.469136,2015-11-23 00:00:00,Construction,2016-08-18 00:00:00,P.S. 169 - BROOKLYN,In-Progress,RCT CIP,52585,2
807,DSF: 0000780241,1353,79730,K169,ELECTRICAL LIGHTING FIXTURES,15,2015-07-21 00:00:00,2015-04-20 00:00:00,Design,2015-08-20 00:00:00,P.S. 169 - BROOKLYN,Complete,RCT CIP,1353,1
808,DSF: 0000780241,2295,28140,K169,ELECTRICAL LIGHTING FIXTURES,15,2015-04-20 00:00:00,2015-04-20 00:00:00,Scope,2015-04-20 00:00:00,P.S. 169 - BROOKLYN,Complete,RCT CIP,2295,0
813,DSF: 0000776780,559710,DIIT,K170,CLASSROOM CONNECTIVITY,20,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 170 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
814,DSF: 0000798704,198448,200000,K170,FY14 RESO A AUDITORIUM UPGRADE,20,2015-07-09 00:00:00,2015-02-20 00:00:00,Construction,2015-07-09 00:00:00,P.S. 170 - BROOKLYN,Complete,DOE- RESOA,198448,2
815,DSF: 0000799800,72729,DOES,K170,ACE- STEAM SYSTEM UPGRADE,20,2017-05-02 15:32:05.469136,2015-03-02 00:00:00,Construction,DOES,P.S. 170 - BROOKLYN,In-Progress,DOE - Skilled Trades,0,3
816,DSF: 0000417375,6753750,7580704,K170,ADDITION,20,2017-05-02 15:32:05.469136,2013-07-08 00:00:00,"CM,Art,F&E",2016-09-06 00:00:00,P.S. 170 - BROOKLYN,In-Progress,SCA Capacity,5703529,3
817,DSF: 0000417375,49736203,49737776,K170,ADDITION,20,2017-05-02 15:32:05.469136,2013-07-08 00:00:00,Construction,2016-09-06 00:00:00,P.S. 170 - BROOKLYN,In-Progress,SCA Capacity,47228681,3
818,DSF: 0000417375,4041050,3339600,K170,ADDITION,20,2013-04-30 00:00:00,2012-11-14 00:00:00,Design,2013-04-15 00:00:00,P.S. 170 - BROOKLYN,Complete,SCA Capacity,3270392,2
819,DSF: 0000417375,1112270,1113200,K170,ADDITION,20,2012-11-13 00:00:00,2012-07-02 00:00:00,Scope,2012-11-05 00:00:00,P.S. 170 - BROOKLYN,Complete,SCA Capacity,1108919,2
820,DSF: 0000776241,164632,DIIX,K171,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEMS,19,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,I.S. 171 - BROOKLYN,In-Progress,DIIT - PBX Telephone,0,3
821,DSF: 0000776781,260721,DIIT,K171,CLASSROOM CONNECTIVITY,19,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,I.S. 171 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
822,DSF: 0000777471,91624,FTK,K171,LL26-EXIT SIGNS,19,2017-05-02 15:32:05.469136,2014-12-30 00:00:00,Construction,FTK,I.S. 171 - BROOKLYN,In-Progress,Fast Track Projects,51624,3
825,"DSF: 0000780281, 0000803605",467002,467002,K171,WINDOWS/FLOOD ELIMINATION,19,2017-05-02 15:32:05.469136,2015-10-15 00:00:00,Design,2016-05-13 00:00:00,I.S. 171 - BROOKLYN,In-Progress,SCA CIP,134559,2
826,"DSF: 0000780281, 0000803605",48090,116751,K171,WINDOWS/FLOOD ELIMINATION,19,2015-09-08 00:00:00,2015-07-27 00:00:00,Scope,2016-01-28 00:00:00,I.S. 171 - BROOKLYN,Complete,SCA CIP,37807,1
828,DSF: 0000776782,304442,DIIT,K172,CLASSROOM CONNECTIVITY,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 172 - BROOKLYN,In-Progress,DIIT - Project Conne,0,3
830,DSF: 0000780299,56868,116380,K172,ELECTRICAL LIGHTING FIXTURES,15,2017-05-02 15:32:05.469136,2015-07-13 00:00:00,"CM, F&E",2016-04-07 00:00:00,P.S. 172 - BROOKLYN,In-Progress,RCT CIP,56843,1
831,DSF: 0000780299,582616,605705,K172,ELECTRICAL LIGHTING FIXTURES,15,2017-05-02 15:32:05.469136,2015-07-13 00:00:00,Construction,2016-04-07 00:00:00,P.S. 172 - BROOKLYN,In-Progress,RCT CIP,382950,2
832,DSF: 0000780299,2154,44965,K172,ELECTRICAL LIGHTING FIXTURES,15,2015-04-01 00:00:00,2015-01-15 00:00:00,Design,2015-05-15 00:00:00,P.S. 172 - BROOKLYN,Complete,RCT CIP,2129,0
833,DSF: 0000780299,643,15870,K172,ELECTRICAL LIGHTING FIXTURES,15,2015-01-15 00:00:00,2015-01-15 00:00:00,Scope,2015-01-15 00:00:00,P.S. 172 - BROOKLYN,Complete,RCT CIP,643,0
834,DSF: 0000753116,199269,143750,K172,RPZ VALVE,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,"CM, F&E",2014-03-20 00:00:00,P.S. 172 - BROOKLYN,In-Progress,SCA CIP,171272,1
835,DSF: 0000753116,1038859,715625,K172,RPZ VALVE,15,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Construction,2014-03-20 00:00:00,P.S. 172 - BROOKLYN,In-Progress,SCA CIP,660035,2
836,DSF: 0000753116,111243,56250,K172,RPZ VALVE,15,2013-04-09 00:00:00,2012-10-24 00:00:00,Design,2013-04-19 00:00:00,P.S. 172 - BROOKLYN,Complete,SCA CIP,99921,1
837,DSF: 0000753116,20902,18750,K172,RPZ VALVE,15,2012-10-23 00:00:00,2012-07-06 00:00:00,Scope,2012-11-20 00:00:00,P.S. 172 - BROOKLYN,Complete,SCA CIP,19902,0
838,DSF: 0000776783,370393,DIIT,K174,CLASSROOM CONNECTIVITY,19,2015-11-18 00:00:00,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,P.S. 174 - BROOKLYN,Complete,DIIT - Project Conne,316750,3
839,DSF: 0000803645,172284,DOES,K174,TOILETS - STUDENTS,19,2017-05-02 15:32:05.469136,2015-02-27 00:00:00,Construction,DOES,P.S. 174 - BROOKLYN,In-Progress,DOE - Skilled Trades,166487,3
840,DSF: 0000776785,15372,DIIT,K175,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,TEACHERS PREP (HS LVL) - K,In-Progress,DIIT - Project Conne,0,3
841,DSF: 0000776784,15372,DIIT,K175,CLASSROOM CONNECTIVITY,23,2017-05-02 15:32:05.469136,2013-06-24 00:00:00,Purch & Install,2013-12-31 00:00:00,FREDERICK DOUGLAS ACAD VII HS,In-Progress,DIIT - Project Conne,0,3
844,DSF: 0000780331,32403,60928,K175,ELECTRICAL LIGHTING FIXTURES,23,2015-11-09 00:00:00,2015-08-03 00:00:00,Design,2015-12-03 00:00:00,TEACHERS PREP (HS LVL) - K,Complete,RCT CIP,32403,1
